0.000000	-0.046772	
0.000099	-0.046770	
0.000199	-0.046769	
0.000299	-0.046767	
0.000399	-0.046766	
0.000499	-0.046764	
0.000599	-0.046763	
0.000699	-0.046762	
0.000799	-0.046761	
0.000899	-0.046760	
0.000999	-0.046760	
0.001099	-0.046757	
0.001199	-0.046755	
0.001299	-0.046753	
0.001399	-0.046752	
0.001499	-0.046749	
0.001599	-0.046748	
0.001699	-0.046748	
0.001799	-0.046746	
0.001899	-0.046745	
0.001999	-0.046745	
0.002099	-0.046744	
0.002199	-0.046741	
0.002299	-0.046739	
0.002399	-0.046738	
0.002499	-0.046737	
0.002599	-0.046735	
0.002699	-0.046734	
0.002799	-0.046734	
0.002899	-0.046733	
0.002999	-0.046731	
0.003099	-0.046731	
0.003199	-0.046729	
0.003299	-0.046728	
0.003399	-0.046726	
0.003499	-0.046725	
0.003599	-0.046722	
0.003699	-0.046720	
0.003799	-0.046718	
0.003899	-0.046717	
0.003999	-0.046716	
0.004099	-0.046715	
0.004199	-0.046713	
0.004299	-0.046712	
0.004399	-0.046710	
0.004499	-0.046709	
0.004599	-0.046708	
0.004699	-0.046707	
0.004799	-0.046706	
0.004899	-0.046705	
0.004999	-0.046704	
0.005099	-0.046704	
0.005199	-0.046704	
0.005299	-0.046703	
0.005399	-0.046702	
0.005499	-0.046702	
0.005599	-0.046700	
0.005699	-0.046697	
0.005799	-0.046695	
0.005899	-0.046692	
0.005999	-0.046692	
0.006099	-0.046691	
0.006199	-0.046690	
0.006299	-0.046689	
0.006399	-0.046688	
0.006499	-0.046687	
0.006599	-0.046687	
0.006699	-0.046686	
0.006799	-0.046684	
0.006899	-0.046682	
0.006999	-0.046680	
0.007099	-0.046679	
0.007199	-0.046679	
0.007299	-0.046678	
0.007399	-0.046677	
0.007499	-0.046675	
0.007599	-0.046673	
0.007699	-0.046671	
0.007799	-0.046669	
0.007899	-0.046667	
0.007999	-0.046666	
0.008099	-0.046666	
0.008199	-0.046663	
0.008299	-0.046662	
0.008399	-0.046661	
0.008499	-0.046660	
0.008599	-0.046660	
0.008699	-0.046659	
0.008799	-0.046658	
0.008899	-0.046656	
0.008999	-0.046654	
0.009099	-0.046650	
0.009199	-0.046648	
0.009299	-0.046647	
0.009399	-0.046645	
0.009499	-0.046644	
0.009599	-0.046642	
0.009699	-0.046641	
0.009799	-0.046639	
0.009899	-0.046637	
0.009999	-0.046635	
0.010099	-0.046633	
0.010199	-0.046631	
0.010299	-0.046631	
0.010399	-0.046630	
0.010499	-0.046629	
0.010599	-0.046629	
0.010699	-0.046628	
0.010799	-0.046627	
0.010899	-0.046627	
0.010999	-0.046627	
0.011099	-0.046626	
0.011199	-0.046625	
0.011299	-0.046623	
0.011399	-0.046623	
0.011499	-0.046621	
0.011599	-0.046620	
0.011699	-0.046619	
0.011799	-0.046619	
0.011899	-0.046619	
0.011999	-0.046617	
0.012099	-0.046616	
0.012199	-0.046614	
0.012299	-0.046613	
0.012399	-0.046613	
0.012499	-0.046610	
0.012599	-0.046609	
0.012699	-0.046608	
0.012799	-0.046607	
0.012899	-0.046607	
0.012999	-0.046607	
0.013099	-0.046606	
0.013199	-0.046605	
0.013299	-0.046605	
0.013399	-0.046602	
0.013499	-0.046602	
0.013599	-0.046602	
0.013699	-0.046600	
0.013799	-0.046599	
0.013899	-0.046597	
0.013999	-0.046597	
0.014099	-0.046596	
0.014199	-0.046594	
0.014299	-0.046592	
0.014399	-0.046590	
0.014499	-0.046587	
0.014599	-0.046585	
0.014699	-0.046584	
0.014799	-0.046581	
0.014899	-0.046580	
0.014999	-0.046578	
0.015099	-0.046576	
0.015199	-0.046574	
0.015299	-0.046573	
0.015399	-0.046571	
0.015499	-0.046569	
0.015599	-0.046568	
0.015699	-0.046568	
0.015799	-0.046566	
0.015899	-0.046564	
0.015999	-0.046563	
0.016099	-0.046563	
0.016199	-0.046563	
0.016299	-0.046561	
0.016399	-0.046560	
0.016499	-0.046559	
0.016599	-0.046558	
0.016699	-0.046558	
0.016799	-0.046557	
0.016899	-0.046556	
0.016999	-0.046556	
0.017099	-0.046554	
0.017199	-0.046554	
0.017299	-0.046554	
0.017399	-0.046554	
0.017499	-0.046553	
0.017599	-0.046552	
0.017699	-0.046552	
0.017799	-0.046551	
0.017899	-0.046549	
0.017999	-0.046549	
0.018099	-0.046547	
0.018199	-0.046546	
0.018299	-0.046544	
0.018399	-0.046542	
0.018499	-0.046541	
0.018599	-0.046540	
0.018699	-0.046539	
0.018799	-0.046537	
0.018899	-0.046535	
0.018999	-0.046533	
0.019099	-0.046532	
0.019199	-0.046528	
0.019299	-0.046526	
0.019399	-0.046524	
0.019499	-0.046523	
0.019599	-0.046521	
0.019699	-0.046518	
0.019799	-0.046517	
0.019899	-0.046516	
0.019999	-0.046515	
0.020099	-0.046515	
0.020199	-0.046515	
0.020299	-0.046514	
0.020399	-0.046513	
0.020499	-0.046512	
0.020599	-0.046510	
0.020699	-0.046509	
0.020799	-0.046508	
0.020899	-0.046506	
0.020999	-0.046504	
0.021099	-0.046503	
0.021199	-0.046500	
0.021299	-0.046498	
0.021399	-0.046497	
0.021499	-0.046497	
0.021599	-0.046494	
0.021699	-0.046492	
0.021799	-0.046491	
0.021899	-0.046489	
0.021999	-0.046488	
0.022099	-0.046488	
0.022199	-0.046487	
0.022299	-0.046486	
0.022399	-0.046485	
0.022499	-0.046483	
0.022599	-0.046482	
